Rêgul. solaire;DATE & TIME;T1[C];T2[C];T3[C];T4[C];T5[C];T6[C];Tds[C];V'[l/min];P[kW];Qday[kWh];Qyear[kWh];Qsum[kWh];R1[%];R2[%];R3[%];H1[%];H2[%]
10;2017-05-11 00:00;6;22;23;19;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:01;6;22;23;19;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:02;6;22;23;19;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:03;6;22;23;19;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:04;6;22;23;19;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:05;6;22;23;19;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:06;6;22;23;19;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:07;6;22;23;19;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:08;6;22;23;19;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:09;6;22;23;19;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:10;6;22;23;19;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:11;6;22;23;19;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:12;6;22;23;19;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:13;6;22;23;19;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:14;6;22;23;19;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:15;6;22;23;19;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:16;6;22;23;19;21;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:17;6;22;23;19;21;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:18;6;22;23;19;21;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:19;6;22;23;19;21;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:20;6;22;23;19;21;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:21;6;22;23;19;21;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:22;6;22;23;19;21;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:23;6;22;23;19;21;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:24;6;22;23;19;21;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:25;6;22;23;19;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:26;6;22;23;19;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:27;6;22;23;19;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:28;6;22;23;19;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:29;6;22;23;19;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:30;6;22;23;19;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:31;6;22;23;19;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:32;6;22;23;19;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:33;6;22;23;19;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:34;6;22;23;19;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:35;6;22;23;19;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:36;6;22;23;19;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:37;6;22;23;19;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:38;6;22;23;19;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:39;6;22;23;19;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:40;6;22;23;19;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:41;6;22;23;19;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:42;6;22;23;19;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:43;6;22;23;19;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:44;6;22;23;19;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:45;6;22;23;19;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:46;6;22;23;19;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:47;6;22;23;19;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:48;6;22;23;19;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:49;6;22;23;19;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:50;6;22;23;19;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:51;6;22;23;19;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:52;6;22;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:53;6;22;23;19;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:54;6;22;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:55;6;22;23;19;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:56;6;22;23;19;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:57;6;22;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:58;6;22;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 00:59;6;22;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:00;6;22;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:01;6;22;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:02;6;22;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:03;6;22;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:04;6;22;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:05;6;22;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:06;6;22;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:07;6;22;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:08;6;22;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:09;6;22;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:10;6;22;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:11;6;22;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:12;6;22;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:13;6;22;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:14;6;22;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:15;6;22;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:16;6;22;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:17;6;22;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:18;6;22;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:19;6;22;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:20;6;22;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:21;6;22;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:22;6;22;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:23;6;22;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:24;6;22;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:25;6;22;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:26;6;22;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:27;6;22;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:28;6;22;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:29;6;22;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:30;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:31;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:32;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:33;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:34;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:35;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:36;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:37;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:38;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:39;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:40;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:41;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:42;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:43;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:44;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:45;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:46;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:47;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:48;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:49;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:50;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:51;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:52;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:53;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:54;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:55;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:56;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:57;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:58;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 01:59;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 02:00;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 02:01;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 02:02;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 02:03;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 02:04;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 02:05;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 02:06;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 02:07;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 02:08;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 02:09;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 02:10;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 02:11;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 02:12;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 02:13;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 02:14;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 02:15;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 02:16;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 02:17;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 02:18;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 02:19;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 02:20;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 02:21;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 02:22;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 02:23;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 02:24;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
10;2017-05-11 02:25;6;21;23;18;20;Err;Err;0;0,0;0;651;651;100;0;0;0;0
