Rêgul. solaire;DATE & TIME;T1[C];T2[C];T3[C];T4[C];T5[C];T6[C];Tds[C];V'[l/min];P[kW];Qday[kWh];Qyear[kWh];Qsum[kWh];R1[%];R2[%];R3[%];H1[%];H2[%]
10;2017-04-26 00:00;4;24;25;20;22;Err;Err;0;0,0;0;119;119;100;1;0;0;0
10;2017-04-26 00:01;4;24;25;20;22;Err;Err;0;0,0;0;119;119;100;0;0;0;0
10;2017-04-26 00:02;4;24;25;20;22;Err;Err;0;0,0;0;119;119;100;0;0;0;0
10;2017-04-26 00:03;4;24;25;20;22;Err;Err;0;0,0;0;119;119;100;0;0;0;0
10;2017-04-26 00:04;4;24;25;20;22;Err;Err;0;0,0;0;119;119;100;0;0;0;0
10;2017-04-26 00:05;4;24;25;20;22;Err;Err;0;0,0;0;119;119;100;0;0;0;0
10;2017-04-26 00:06;4;24;25;20;22;Err;Err;0;0,0;0;119;119;100;0;0;0;0
10;2017-04-26 00:07;4;24;25;20;22;Err;Err;0;0,0;0;119;119;100;0;0;0;0
10;2017-04-26 00:08;4;24;25;20;22;Err;Err;0;0,0;0;119;119;100;0;0;0;0
10;2017-04-26 00:09;4;24;25;20;22;Err;Err;0;0,0;0;119;119;100;0;0;0;0
10;2017-04-26 00:10;4;24;25;20;22;Err;Err;0;0,0;0;119;119;100;0;0;0;0
10;2017-04-26 00:11;4;24;25;20;22;Err;Err;0;0,0;0;119;119;100;0;0;0;0
10;2017-04-26 00:12;4;24;25;20;22;Err;Err;0;0,0;0;119;119;100;0;0;0;0
10;2017-04-26 00:13;4;24;25;20;22;Err;Err;0;0,0;0;119;119;100;0;0;0;0
10;2017-04-26 00:14;4;24;25;20;22;Err;Err;0;0,0;0;119;119;100;0;0;0;0
10;2017-04-26 00:15;4;24;25;20;22;Err;Err;0;0,0;0;119;119;100;0;0;0;0
10;2017-04-26 00:16;4;24;25;20;22;Err;Err;0;0,0;0;119;119;100;0;0;0;0
10;2017-04-26 00:17;4;24;25;20;22;Err;Err;0;0,0;0;119;119;100;0;0;0;0
10;2017-04-26 00:18;4;24;25;20;22;Err;Err;0;0,0;0;119;119;100;0;0;0;0
10;2017-04-26 00:19;4;24;25;20;22;Err;Err;0;0,0;0;119;119;100;0;0;0;0
10;2017-04-26 00:20;4;24;25;20;22;Err;Err;0;0,0;0;119;119;100;0;0;0;0
10;2017-04-26 00:21;4;24;25;20;22;Err;Err;0;0,0;0;119;119;100;0;0;0;0
10;2017-04-26 00:22;4;24;25;20;22;Err;Err;0;0,0;0;119;119;100;0;0;0;0
