Rêgul. solaire;DATE & TIME;T1[C];T2[C];T3[C];T4[C];T5[C];T6[C];Tds[C];V'[l/min];P[kW];Qday[kWh];Qyear[kWh];Qsum[kWh];R1[%];R2[%];R3[%];H1[%];H2[%]
10;2017-04-30 00:00;5;25;26;17;20;Err;Err;0;0,0;0;260;260;100;1;0;0;0
10;2017-04-30 00:01;5;25;26;17;20;Err;Err;0;0,0;0;260;260;100;0;0;0;0
10;2017-04-30 00:02;5;25;26;17;20;Err;Err;0;0,0;0;260;260;100;0;0;0;0
10;2017-04-30 00:03;5;25;26;17;20;Err;Err;0;0,0;0;260;260;100;0;0;0;0
10;2017-04-30 00:04;5;25;26;17;20;Err;Err;0;0,0;0;260;260;100;0;0;0;0
10;2017-04-30 00:05;5;25;26;17;20;Err;Err;0;0,0;0;260;260;100;0;0;0;0
10;2017-04-30 00:06;5;25;26;17;20;Err;Err;0;0,0;0;260;260;100;0;0;0;0
10;2017-04-30 00:07;5;25;26;17;20;Err;Err;0;0,0;0;260;260;100;0;0;0;0
10;2017-04-30 00:08;5;25;26;17;20;Err;Err;0;0,0;0;260;260;100;0;0;0;0
10;2017-04-30 00:09;5;25;26;17;20;Err;Err;0;0,0;0;260;260;100;0;0;0;0
10;2017-04-30 00:10;5;25;26;17;20;Err;Err;0;0,0;0;260;260;100;0;0;0;0
10;2017-04-30 00:11;5;25;26;17;20;Err;Err;0;0,0;0;260;260;100;0;0;0;0
10;2017-04-30 00:12;5;25;26;17;20;Err;Err;0;0,0;0;260;260;100;0;0;0;0
10;2017-04-30 00:13;5;25;26;17;20;Err;Err;0;0,0;0;260;260;100;0;0;0;0
10;2017-04-30 00:14;5;25;26;17;20;Err;Err;0;0,0;0;260;260;100;0;0;0;0
10;2017-04-30 00:15;5;25;26;17;20;Err;Err;0;0,0;0;260;260;100;0;0;0;0
10;2017-04-30 00:16;5;25;26;17;20;Err;Err;0;0,0;0;260;260;100;0;0;0;0
10;2017-04-30 00:17;5;25;26;17;20;Err;Err;0;0,0;0;260;260;100;0;0;0;0
10;2017-04-30 00:18;5;25;26;16;20;Err;Err;0;0,0;0;260;260;100;0;0;0;0
10;2017-04-30 00:19;5;25;26;16;20;Err;Err;0;0,0;0;260;260;100;0;0;0;0
10;2017-04-30 00:20;5;25;26;16;20;Err;Err;0;0,0;0;260;260;100;0;0;0;0
10;2017-04-30 00:21;5;25;26;16;20;Err;Err;0;0,0;0;260;260;100;0;0;0;0
10;2017-04-30 00:22;5;25;26;16;20;Err;Err;0;0,0;0;260;260;100;0;0;0;0
10;2017-04-30 00:23;5;25;26;16;20;Err;Err;0;0,0;0;260;260;100;0;0;0;0
10;2017-04-30 00:24;5;25;26;16;20;Err;Err;0;0,0;0;260;260;100;0;0;0;0
10;2017-04-30 00:25;5;25;26;16;20;Err;Err;0;0,0;0;260;260;100;0;0;0;0
10;2017-04-30 00:26;5;25;26;16;20;Err;Err;0;0,0;0;260;260;100;0;0;0;0
10;2017-04-30 00:27;5;25;26;16;20;Err;Err;0;0,0;0;260;260;100;0;0;0;0
10;2017-04-30 00:28;5;25;26;16;20;Err;Err;0;0,0;0;260;260;100;0;0;0;0
10;2017-04-30 00:29;5;25;26;16;20;Err;Err;0;0,0;0;260;260;100;0;0;0;0
10;2017-04-30 00:30;5;25;26;16;20;Err;Err;0;0,0;0;260;260;100;0;0;0;0
10;2017-04-30 00:31;5;25;26;16;20;Err;Err;0;0,0;0;260;260;100;0;0;0;0
